HUGO_SYMBOL	Entrez_Gene_Id	Bill_Normal
RNF103-CHMP3	00000	0
RNF11	00000	1519.15
RNF111	00000	231.32
RNF112	00000	2.29
RNF113A	00000	256.78
RNF113B	00000	1.85
RNF114	00000	1015.93
RNF115	00000	346.29
RNF121	00000	967.76
RNF122	00000	52.08
RNF123	00000	954.43
RNF125	00000	19.39
RNF126	00000	928.3
RNF128	00000	376.41
RNF13	00000	1268.46
RNF130	00000	1721.16
RNF133	00000	0
RNF135	00000	988.12
RNF138	00000	166.73
RNF139	00000	480.04
RNF14	00000	1088.92
RNF141	00000	242.88
RNF144A	00000	76.71
RNF144B	00000	99.43
RNF145	00000	587.13
RNF146	00000	665.29
RNF148	00000	1.08
RNF149	00000	974.5
RNF150	00000	3.96
RNF151	00000	1.14
RNF152	00000	521.76
RNF157	00000	43.02
RNF165	00000	7.94
RNF166	00000	237.86
RNF167	00000	3303
RNF168	00000	54.33
RNF169	00000	64.8
RNF17	00000	0
RNF170	00000	346.29
RNF175	00000	7.75
RNF180	00000	88.88
RNF181	00000	4575.41
RNF182	00000	2.16
RNF183	00000	50.98
RNF185	00000	759.08
RNF186	00000	406.31
RNF187	00000	5517.27
RNF19A	00000	620.67
RNF19B	00000	1088.92
RNF2	00000	99.43
RNF20	00000	616.37
RNF207	00000	239.52
RNF208	00000	177.53
RNF212	00000	30.12
RNF213	00000	1936.53
RNF214	00000	358.54
RNF215	00000	206.94
RNF216	00000	353.59
RNF217	00000	47.84
RNF219	00000	89.51
RNF220	00000	1268.46
RNF222	00000	0
RNF223	00000	3.96
RNF224	00000	2.58
RNF24	00000	30.56
RNF25	00000	387.02
RNF26	00000	579.04
RNF31	00000	551.56
RNF32	00000	80.57
RNF34	00000	329.84
RNF38	00000	215.77
RNF39	00000	6.84
RNF4	00000	830.75
RNF40	00000	1923.14
RNF41	00000	616.37
RNF43	00000	38.12
RNF44	00000	660.68
RNF5	00000	3419.52
RNF6	00000	381.68
RNF7	00000	2061.24
RNF8	00000	236.21
RNFT1	00000	242.88
RNFT2	00000	8.85
RNGTT	00000	122.64
RNH1	00000	4123.49
RNLS	00000	194.36
RNMT	00000	351.14
RNMTL1	00000	743.43
RNPC3	00000	171.45
RNPEP	00000	1259.69
RNPEPL1	00000	1233.75
RNPS1	00000	2061.24
ROBO1	00000	26.47
ROBO2	00000	0.73
ROBO3	00000	14.24
ROBO4	00000	47.84
ROCK1	00000	215.77
ROCK2	00000	125.24
ROGDI	00000	878.17
ROM1	00000	25.91
ROMO1	00000	6294.04
ROPN1	00000	0.74
ROPN1B	00000	0
ROPN1L	00000	5.54
ROR1	00000	30.12
ROR2	00000	1.83
RORA	00000	181.28
RORB	00000	0.35
RORC	00000	1167.14
ROS1	00000	0
RP1	00000	0.36
RP1L1	00000	0.73
RP2	00000	84.63
RP9	00000	325.29
RPA1	00000	1191.69
RPA2	00000	651.58
RPA3	00000	1268.46
RPA3-AS1	00000	954.43
RPA4	00000	0
RPAIN	00000	884.29
RPAP1	00000	305.55
RPAP2	00000	144.01
RPAP3	00000	199.85
RPE	00000	860.08
RPE65	00000	0
RPF1	00000	525.39
RPF2	00000	603.67
RPGR	00000	80.01
RPGRIP1	00000	0.37
RPGRIP1L	00000	92.7
RPH3A	00000	0.37
RPH3AL	00000	607.87
RPIA	00000	229.72
RPL10	00000	64632.75
RPL10A	00000	28723.62
RPL10L	00000	0
RPL11	00000	44452.21
RPL12	00000	42346.82
RPL13	00000	69753.56
RPL13A	00000	58250.19
RPL14	00000	27553.49
RPL15	00000	31432.17
RPL17	00000	37901.36
RPL17-C18orf32	00000	59.97
RPL18	00000	31432.17
RPL18A	00000	33922.56
RPL19	00000	75280.1
RPL21	00000	26986.43
RPL22	00000	12676.65
RPL22L1	00000	848.22
RPL23	00000	57448.23
RPL23A	00000	46019.85
RPL24	00000	27553.49
RPL26	00000	93325.55
RPL26L1	00000	1277.29
RPL27	00000	59887.86
RPL27A	00000	46339.95
RPL28	00000	32315.87
RPL29	00000	41188.81
RPL3	00000	50359.33
RPL30	00000	41475.31
RPL31	00000	58250.19
RPL32	00000	45072.75
RPL34	00000	44452.21
RPL35	00000	31215.04
RPL35A	00000	30999.42
RPL36	00000	26248.46
RPL36A	00000	35856.82
RPL36A-HNRNPH2	00000	9.48
RPL36AL	00000	6745.86
RPL37	00000	45072.75
RPL37A	00000	80125.95
RPL38	00000	57051.4
RPL39	00000	51417.5
RPL39L	00000	14.78
RPL3L	00000	1.46
RPL4	00000	50709.61
RPL41	00000	76861.91
RPL5	00000	26248.46
RPL6	00000	29531.18
RPL7	00000	42346.82
RPL7A	00000	43840.21
RPL7L1	00000	1104.13
RPL8	00000	53230.77
RPL9	00000	38966.94
RPLP0	00000	42346.82
RPLP1	00000	45386.27
RPLP2	00000	25530.66
RPN1	00000	3794.3
RPN2	00000	3690.52
RPP14	00000	567.1
RPP21	00000	866.07
RPP25	00000	343.89
RPP25L	00000	884.29
RPP30	00000	599.49
RPP38	00000	384.34
RPP40	00000	171.45
RPRD1A	00000	457.25
RPRD1B	00000	273.37
RPRD2	00000	373.81
RPRM	00000	0
RPRML	00000	1.48
RPS10	00000	31870.96
RPS10-NUDT3	00000	211.31
RPS11	00000	59474.18
RPS12	00000	42937.97
RPS13	00000	30572.63
RPS14	00000	22072.07
RPS15	00000	29736.59
RPS15A	00000	38164.99
RPS16	00000	47642.77
RPS17	00000	6887.62
RPS17L	00000	43840.21
RPS18	00000	75280.1
RPS19	00000	48643.87
RPS19BP1	00000	1844.76
RPS2	00000	31870.96
RPS20	00000	46019.85
RPS21	00000	47313.67
RPS23	00000	51417.5
RPS24	00000	71219.26
RPS25	00000	23169.48
RPS26	00000	13215.02
RPS27	00000	95949.32
RPS27A	00000	28923.41
RPS27L	00000	4095
RPS28	00000	19892.37
RPS29	00000	75803.72
RPS3	00000	38430.46
RPS3A	00000	44761.41
RPS4X	00000	20593.91
RPS4Y1	00000	211.31
RPS4Y2	00000	0
RPS5	00000	24660.96
RPS6	00000	59887.86
RPS6KA1	00000	1225.22
RPS6KA2	00000	201.25
RPS6KA3	00000	172.65
RPS6KA4	00000	361.04
RPS6KA5	00000	33.06
RPS6KA6	00000	54.33
RPS6KB1	00000	293.07
RPS6KB2	00000	438.59
RPS6KC1	00000	91.41
RPS6KL1	00000	19.82
RPS7	00000	32767
RPS8	00000	36864.92
RPS9	00000	31215.04
RPSA	00000	28328.16
RPSAP58	00000	343.89
RPTN	00000	0
RPTOR	00000	426.57
RPUSD1	00000	262.2
RPUSD2	00000	162.14
RPUSD3	00000	703.28
RPUSD4	00000	361.04
RQCD1	00000	215.77
RRAD	00000	3325.99
RRAGA	00000	1870.53
RRAGB	00000	368.65
RRAGC	00000	624.99
RRAGD	00000	1437.15
RRAS	00000	848.22
RRAS2	00000	629.35
RRBP1	00000	1388.16
RREB1	00000	244.57
RRH	00000	0
RRM1	00000	511
RRM2	00000	37.59
RRM2B	00000	312
RRN3	00000	447.82
RRNAD1	00000	624.99
RRP1	00000	493.56
RRP12	00000	283.05
RRP15	00000	107.38
RRP1B	00000	170.25
RRP36	00000	825
RRP7A	00000	575.03
RRP8	00000	444.72
RRP9	00000	426.57
RRS1	00000	518.15
RS1	00000	1.07
RSAD1	00000	1674.06
RSAD2	00000	37.32
RSBN1	00000	70.01
RSBN1L	00000	162.14
RSC1A1	00000	20.86
RSF1	00000	173.85
RSG1	00000	130.6
RSL1D1	00000	2148.82
RSL24D1	00000	947.83
RSPH1	00000	56.68
RSPH10B	00000	2.94
RSPH10B2	00000	3.66
RSPH3	00000	224.97
RSPH4A	00000	5.45
RSPH6A	00000	2.53
RSPH9	00000	8.45
RSPO1	00000	0.38
RSPO2	00000	1.81
RSPO3	00000	4.31
RSPO4	00000	2.63
RSPRY1	00000	457.25
RSRC1	00000	387.02
RSRC2	00000	1044.52
RSU1	00000	708.18
RTBDN	00000	0
RTCA	00000	769.69
RTCB	00000	2855.44
RTDR1	00000	356.05
RTEL1	00000	120.94
RTEL1-TNFRSF6B	00000	27.44
RTF1	00000	403.5
RTFDC1	00000	2163.77
RTKN	00000	1651
RTKN2	00000	5.77
RTL1	00000	0
RTN1	00000	8.78
RTN2	00000	21.63
RTN3	00000	1277.29
RTN4	00000	6792.79
RTN4IP1	00000	361.04
RTN4R	00000	82.87
RTN4RL1	00000	2.58
RTN4RL2	00000	37.85
RTP1	00000	0
RTP2	00000	0
RTP3	00000	1.1
RTP4	00000	51.71
RTTN	00000	73.03
RUFY1	00000	1104.13
RUFY2	00000	83.45
RUFY3	00000	808
RUFY4	00000	0.39
RUNDC1	00000	358.54
RUNDC3A	00000	22.43
RUNDC3B	00000	237.86
RUNX1	00000	31.45
RUNX1T1	00000	1.5
RUNX2	00000	4.46
RUNX3	00000	19.11
RUSC1	00000	409.15
RUSC2	00000	567.1
RUVBL1	00000	1051.79
RUVBL2	00000	1883.54
RWDD1	00000	1159.07
RWDD2A	00000	96.01
RWDD2B	00000	536.45
RWDD3	00000	320.8
RWDD4	00000	591.22
RXFP1	00000	4.39
RXFP2	00000	0.37
RXFP3	00000	0
RXFP4	00000	0
RXRA	00000	237.86
RXRB	00000	616.37
RXRG	00000	0
RYBP	00000	155.5
RYK	00000	429.54
RYR1	00000	2.51
RYR2	00000	0
RYR3	00000	6.73
S100A1	00000	180.02
S100A10	00000	11189.6
S100A11	00000	13033.07
S100A12	00000	135.24
S100A13	00000	3928.15
S100A14	00000	679.29
S100A16	00000	2816.11
S100A2	00000	503.95
S100A3	00000	19.97
S100A4	00000	860.08
S100A5	00000	0
S100A6	00000	85283.74
S100A7	00000	0
S100A7A	00000	0
S100A8	00000	1225.22
S100A9	00000	1781.89
S100B	00000	11.47
S100P	00000	149.12
S100PBP	00000	199.85
S100Z	00000	0
S1PR1	00000	92.05
S1PR2	00000	8.92
S1PR3	00000	31.67
S1PR4	00000	18.97
S1PR5	00000	11.38
SAA1	00000	63
SAA2	00000	7.11
SAA4	00000	1.5
SAAL1	00000	127.89
SAC3D1	00000	175.07
SACM1L	00000	438.59
SACS	00000	60.39
SAE1	00000	438.59
SAFB	00000	928.3
SAFB2	00000	1508.65
SAG	00000	0
SAGE1	00000	0
SALL1	00000	392.44
SALL2	00000	15.22
SALL3	00000	0.38
SALL4	00000	0
SAMD1	00000	291.04
SAMD10	00000	149.12
SAMD11	00000	10.47
SAMD12	00000	65.72
SAMD13	00000	18.7
SAMD14	00000	18.7
SAMD15	00000	19.11
SAMD3	00000	16.15
SAMD4A	00000	73.03
SAMD4B	00000	1519.15
SAMD5	00000	64.34
SAMD8	00000	104.42
SAMD9	00000	19.11
SAMD9L	00000	117.6
SAMHD1	00000	120.1
SAMM50	00000	1286.18
SAMSN1	00000	45.21
SAP130	00000	255
SAP18	00000	3443.31
SAP25	00000	0.48
SAP30	00000	92.05
SAP30BP	00000	1685.71
SAP30L	00000	301.33
SAPCD1	00000	52.82
SAPCD2	00000	8.06
SAR1A	00000	872.1
SAR1B	00000	1081.39
SARDH	00000	688.78
SARM1	00000	253.23
SARNP	00000	1044.52
SARS	00000	2682.69
SARS2	00000	679.29
SART1	00000	669.92
SART3	00000	429.54
SASH1	00000	253.23
SASH3	00000	41.81
SASS6	00000	19.53
SAT1	00000	4152.18
SAT2	00000	5672.41
SATB1	00000	142.01
SATB2	00000	450.94
SATL1	00000	43.32
SAV1	00000	497
SAYSD1	00000	356.05
SBDS	00000	3257.52
SBF1	00000	1111.82
SBF2	00000	486.75
SBK1	00000	71.5
SBK2	00000	0
SBK3	00000	0
SBNO1	00000	153.34
SBNO2	00000	412
SBSN	00000	0
SBSPON	00000	7.75
SC5D	00000	318.57
SCAF1	00000	500.46
SCAF11	00000	651.58
SCAF4	00000	258.57
SCAF8	00000	260.38
SCAI	00000	32.36
SCAMP1	00000	325.29
SCAMP2	00000	1757.34
SCAMP3	00000	1721.16
SCAMP4	00000	988.12
SCAMP5	00000	132.44
SCAND1	00000	2133.97
SCAND3	00000	2.53
SCAP	00000	759.08
SCAPER	00000	307.69
SCARA3	00000	52.08
SCARA5	00000	16.75
SCARB1	00000	248
SCARB2	00000	1199.98
SCARF1	00000	90.77
SCARF2	00000	50.98
SCCPDH	00000	967.76
SCD	00000	301.33
SCD5	00000	540.19
SCEL	00000	267.73
SCFD1	00000	713.11
SCFD2	00000	202.66
SCG2	00000	1.14
SCG3	00000	1.46
SCG5	00000	2.94
SCGB1A1	00000	0
SCGB1C1	00000	0
SCGB1D2	00000	327.56
SCGB1D4	00000	0
SCGB2A1	00000	57.89
SCGB2A2	00000	0
SCGB2B2	00000	3.29
SCGB3A1	00000	2.63
SCGB3A2	00000	0
SCGN	00000	48.18
SCHIP1	00000	20.26
SCIMP	00000	23.25
SCIN	00000	457.25
SCLT1	00000	49.91
SCLY	00000	733.19
SCMH1	00000	665.29
SCML1	00000	58.3
SCML2	00000	16.39
SCML4	00000	4.03
SCN10A	00000	0
SCN11A	00000	2.16
SCN1A	00000	0
SCN1B	00000	713.11
SCN2A	00000	8
SCN2B	00000	0.35
SCN3A	00000	1.11
SCN3B	00000	9.41
SCN4A	00000	1.11
SCN4B	00000	11.04
SCN5A	00000	3.99
SCN7A	00000	0
SCN8A	00000	1.5
SCN9A	00000	0.75
SCNM1	00000	620.67
SCNN1A	00000	890.44
SCNN1B	00000	3.56
SCNN1D	00000	62.56
SCNN1G	00000	0.34
SCO1	00000	1242.34
SCO2	00000	1304.15
SCOC	00000	1242.34
SCP2	00000	5517.27
SCPEP1	00000	208.38
SCRG1	00000	1.46
SCRIB	00000	753.83
SCRN1	00000	633.73
SCRN2	00000	2075.59
SCRN3	00000	325.29
SCRT1	00000	0
SCT	00000	0
SCTR	00000	31.22
SCUBE1	00000	2.23
SCUBE2	00000	12.09
SCUBE3	00000	0.75
SCXA	00000	234.57
SCYL1	00000	1295.13
SCYL2	00000	297.17
SCYL3	00000	81.14
SDAD1	00000	397.93
SDC1	00000	3395.89
SDC2	00000	2720.15
SDC3	00000	183.82
SDC4	00000	5791.62
SDCBP	00000	2119.22
SDCBP2	00000	23.76
SDCCAG3	00000	583.07
SDCCAG8	00000	603.67
SDE2	00000	161.02
SDF2	00000	1936.53
SDF2L1	00000	571.05
SDF4	00000	3639.7
SDHA	00000	8778.97
SDHAF1	00000	368.65
SDHAF2	00000	1030.12
SDHB	00000	4419.52
SDHC	00000	6250.56
SDHD	00000	8
SDIM1	00000	0
SDK1	00000	185.11
SDK2	00000	56.68
SDPR	00000	127.89
SDR16C5	00000	0
SDR39U1	00000	1397.83
SDR42E1	00000	35
SDR42E2	00000	0
SDR9C7	00000	0
SDS	00000	53.95
SDSL	00000	1191.69
SEC11A	00000	4123.49
SEC11C	00000	1350.18
SEC13	00000	1709.26
SEC14L1	00000	733.19
SEC14L2	00000	638.15
SEC14L3	00000	0
SEC14L4	00000	5.41
SEC14L5	00000	1.79
SEC14L6	00000	684.02
SEC16A	00000	698.41
SEC16B	00000	166.73
SEC22A	00000	287.01
SEC22C	00000	567.1
SEC23A	00000	361.04
SEC23B	00000	896.64
SEC23IP	00000	366.09
SEC24A	00000	128.79
SEC24B	00000	289.02
SEC24C	00000	981.29
SEC24D	00000	60.39
SEC31A	00000	3982.99
SEC31B	00000	82.87
SEC61A1	00000	2032.85
SEC61A2	00000	30.12
SEC61B	00000	3665.02
SEC61G	00000	4010.71
SEC62	00000	1277.29
SEC63	00000	529.06
SECISBP2	00000	665.29
SECISBP2L	00000	271.48
SECTM1	00000	173.85
SEH1L	00000	384.34
SEL1L	00000	444.72
SEL1L2	00000	3.92
SEL1L3	00000	1369.04
SELE	00000	18.43
SELENBP1	00000	1081.39
SELL	00000	55.89
SELP	00000	37.59
SELPLG	00000	98.73
SEMA3A	00000	0.37
SEMA3C	00000	39.79
SEMA3D	00000	17.64
SEMA3E	00000	0.35
SEMA3F	00000	228.13
SEMA3G	00000	23.93
SEMA4A	00000	32.36
SEMA4B	00000	361.04
SEMA4C	00000	167.9
SEMA4D	00000	638.15
SEMA4F	00000	76.17
SEMA4G	00000	217.27
SEMA5A	00000	1437.15
SEMA5B	00000	125.24
SEMA6A	00000	941.27
SEMA6B	00000	36.27
SEMA6C	00000	226.54
SEMA6D	00000	22.43
SEMA7A	00000	9.85
SEMG1	00000	0
SEMG2	00000	0
SENP1	00000	59.97
SENP2	00000	373.81
SENP3	00000	1407.55
SENP5	00000	198.47
SENP6	00000	551.56
SENP7	00000	114.36
SENP8	00000	105.89
SEPHS1	00000	988.12
SEPHS2	00000	5711.87
SEPN1	00000	420.68
SEPP1	00000	4038.61
SEPSECS	00000	255
1-Sep	00000	0
10-Sep	00000	579.04
11-Sep	00000	693.58
12-Sep	00000	0
14-Sep	00000	0
2-Sep	00000	3212.66
3-Sep	00000	9.06
4-Sep	00000	71
5-Sep	00000	269.6
6-Sep	00000	211.31
7-Sep	00000	1477.58
8-Sep	00000	341.51
9-Sep	00000	3467.27
SEPW1	00000	5517.27
SERAC1	00000	61.25
SERBP1	00000	3515.68
SERF1A	00000	53.57
SERF1B	00000	341.51
SERF2	00000	22535.88
SERGEF	00000	642.59
SERHL2	00000	65.72
SERINC1	00000	2935.74
SERINC2	00000	3665.02
SERINC3	00000	830.75
SERINC4	00000	7.22
SERINC5	00000	33.78
SERP1	00000	1044.52
SERP2	00000	17.25
SERPINA1	00000	8658.09
SERPINA10	00000	0
SERPINA11	00000	0
SERPINA12	00000	0
SERPINA3	00000	50.98
SERPINA4	00000	18.7
SERPINA5	00000	9.7
SERPINA6	00000	220.32
SERPINA7	00000	2.84
SERPINA9	00000	0
SERPINB1	00000	1175.27
SERPINB10	00000	0.36
SERPINB13	00000	0
SERPINB2	00000	6.57
SERPINB3	00000	0
SERPINB4	00000	0
SERPINB5	00000	0
SERPINB6	00000	1551.09
SERPINB7	00000	3.96
SERPINB8	00000	59.55
SERPINB9	00000	37.05
SERPINC1	00000	1.1
SERPIND1	00000	0.37
SERPINE1	00000	412
SERPINE2	00000	5183.54
SERPINE3	00000	7.11
SERPINF1	00000	11745.96
SERPINF2	00000	3280.18
SERPING1	00000	514.56
SERPINH1	00000	1015.93
SERPINI1	00000	41.52
SERPINI2	00000	0
SERTAD1	00000	447.82
SERTAD2	00000	497
SERTAD3	00000	1051.79
SERTAD4	00000	15.91
SERTM1	00000	0.36
SESN1	00000	173.85
SESN2	00000	371.22
SESN3	00000	71.5
SESTD1	00000	591.22
SET	00000	3820.7
SETBP1	00000	78.89
SETD1A	00000	180.02
SETD1B	00000	78.34
SETD2	00000	307.69
SETD3	00000	2664.15
SETD4	00000	180.02
SETD5	00000	312
SETD6	00000	293.07
SETD7	00000	202.66
SETD8	00000	242.88
SETD9	00000	256.78
SETDB1	00000	447.82
SETDB2	00000	209.84
SETMAR	00000	208.38
SETX	00000	395.18
SEZ6	00000	0
SEZ6L	00000	0.38
SEZ6L2	00000	3.79
SF1	00000	2319.15
SF3A1	00000	1268.46
SF3A2	00000	620.67
SF3A3	00000	813.63
SF3B1	00000	2537.92
SF3B2	00000	2855.44
SF3B3	00000	1628.26
SF3B4	00000	890.44
SF3B5	00000	4639.29
SFI1	00000	417.77
SFMBT1	00000	120.1
SFMBT2	00000	20.26
SFN	00000	185.11
SFPQ	00000	2193.99
SFR1	00000	96.68
SFRP1	00000	21.01
SFRP2	00000	167.9
SFRP4	00000	143.01
SFRP5	00000	0.39
SFSWAP	00000	253.23
SFT2D1	00000	1066.48
SFT2D2	00000	177.53
SFT2D3	00000	54.72
SFTA2	00000	30.12
SFTA3	00000	0
SFTPA1	00000	0
SFTPA2	00000	0.39
SFTPB	00000	0
SFTPC	00000	0
SFTPD	00000	3.99
SFXN1	00000	878.17
SFXN2	00000	239.52
SFXN3	00000	579.04
SFXN4	00000	1023
SFXN5	00000	205.5
SGCA	00000	4.1
SGCB	00000	620.67
SGCD	00000	32.13
SGCE	00000	25.35
SGCG	00000	0.72
SGCZ	00000	0
SGIP1	00000	4.86
SGK1	00000	1073.91
SGK2	00000	764.36
SGK3	00000	246.28
SGMS1	00000	185.11
SGMS2	00000	165.57
SGOL1	00000	3.99
SGOL2	00000	11.13
SGPL1	00000	376.41
SGPP1	00000	334.46
SGPP2	00000	205.5
SGSH	00000	854.13
SGSM1	00000	45.21
SGSM2	00000	1073.91
SGSM3	00000	796.86
SGTA	00000	941.27
SGTB	00000	33.06
SH2B1	00000	896.64
SH2B2	00000	85.22
SH2B3	00000	121.79
SH2D1A	00000	2.86
SH2D1B	00000	2.92
SH2D2A	00000	22.26
SH2D3A	00000	123.5
SH2D3C	00000	37.05
SH2D4A	00000	176.29
SH2D4B	00000	0.73
SH2D5	00000	201.25
SH2D6	00000	9.48
SH2D7	00000	0.37
SH3BGR	00000	229.72
SH3BGRL	00000	1119.56
SH3BGRL2	00000	90.14
SH3BGRL3	00000	2555.58
SH3BP1	00000	43.02
SH3BP2	00000	353.59
SH3BP4	00000	142.01
SH3BP5	00000	314.17
SH3BP5L	00000	279.14
SH3D19	00000	819.3
SH3D21	00000	20.71
SH3GL1	00000	860.08
SH3GL2	00000	271.48
SH3GL3	00000	9.56
SH3GLB1	00000	830.75
SH3GLB2	00000	1199.98
SH3KBP1	00000	297.17
SH3PXD2A	00000	32.82
SH3PXD2B	00000	82.29
SH3RF1	00000	376.41
SH3RF2	00000	138.1
SH3RF3	00000	518.15
SH3TC1	00000	389.72
SH3TC2	00000	2.56
SH3YL1	00000	603.67
SHANK1	00000	0
SHANK2	00000	293.07
SHANK3	00000	217.27
SHARPIN	00000	1225.22
SHB	00000	514.56
SHBG	00000	44.57
SHC1	00000	808
SHC2	00000	363.56
SHC3	00000	1.46
SHC4	00000	0.37
SHCBP1	00000	12.83
SHCBP1L	00000	0
SHD	00000	0
SHE	00000	10.79
SHF	00000	93.35
SHFM1	00000	6840.04
SHH	00000	511
SHISA2	00000	6.16
SHISA3	00000	78.89
SHISA4	00000	209.84
SHISA5	00000	2047
SHISA6	00000	55.1
SHISA8	00000	0
SHISA9	00000	78.89
SHKBP1	00000	651.58
SHMT1	00000	10733.74
SHMT2	00000	2287.2
SHOC2	00000	301.33
SHOX2	00000	0
SHPK	00000	381.68
SHPRH	00000	64.8
SHQ1	00000	125.24
SHROOM1	00000	117.6
SHROOM2	00000	146.03
SHROOM3	00000	70.01
SHROOM4	00000	102.97
SIAE	00000	1529.73
SIAH1	00000	329.84
SIAH2	00000	616.37
SIAH3	00000	0
SIDT1	00000	2.18
SIDT2	00000	323.03
SIGIRR	00000	1794.29
SIGLEC1	00000	8.58
SIGLEC10	00000	15.56
SIGLEC11	00000	2.14
SIGLEC12	00000	0.75
SIGLEC14	00000	6.52
SIGLEC15	00000	1.81
SIGLEC5	00000	1.83
SIGLEC6	00000	0
SIGLEC7	00000	5.5
SIGLEC8	00000	8.06
SIGLEC9	00000	15.56
SIGLECL1	00000	0
SIGMAR1	00000	842.36
SIK1	00000	591.22
SIK2	00000	309.83
SIK3	00000	239.52
SIKE1	00000	361.04
SIL1	00000	1427.22
SIM1	00000	69.03
SIM2	00000	3.99
SIMC1	00000	68.55
SIN3A	00000	312
SIN3B	00000	314.17
SIPA1	00000	239.52
SIPA1L1	00000	1151.06
SIPA1L2	00000	17.38
SIPA1L3	00000	373.81
SIRPA	00000	708.18
SIRPB1	00000	45.21
SIRPB2	00000	17
SIRPD	00000	0
SIRPG	00000	1.83
SIRT1	00000	143.01
SIRT2	00000	830.75
SIRT3	00000	780.44
SIRT4	00000	116.78
SIRT5	00000	813.63
SIRT6	00000	358.54
SIRT7	00000	283.05
SIT1	00000	6.52
SIVA1	00000	1617
SIX1	00000	0.74
SIX2	00000	6.11
SIX3	00000	0
SIX4	00000	3.2
SIX5	00000	130.6
SIX6	00000	0
SKA1	00000	5.45
SKA2	00000	493.56
SKA3	00000	10.16
SKAP1	00000	11.82
SKAP2	00000	836.53
SKI	00000	234.57
SKIDA1	00000	0.37
SKIL	00000	140.04
SKIV2L	00000	947.83
SKIV2L2	00000	559.28
SKOR1	00000	5.92
SKP1	00000	9474.59
SKP2	00000	30.34
SLA	00000	72.52
SLA2	00000	7.34
SLAIN1	00000	161.02
SLAIN2	00000	559.28
SLAMF1	00000	3.29
SLAMF6	00000	5.06
SLAMF7	00000	8.65
SLAMF8	00000	13.83
SLAMF9	00000	0
SLBP	00000	529.06
SLC10A1	00000	0.37
SLC10A2	00000	33.3
SLC10A3	00000	366.09
SLC10A4	00000	0
SLC10A5	00000	7.22
SLC10A6	00000	2.56
SLC10A7	00000	53.57
SLC11A1	00000	88.26
SLC11A2	00000	426.57
SLC12A1	00000	0.33
SLC12A2	00000	57.08
SLC12A3	00000	6.16
SLC12A4	00000	674.59
SLC12A5	00000	0
SLC12A6	00000	358.54
SLC12A7	00000	2224.63
SLC12A8	00000	103.69
SLC12A9	00000	497
SLC13A1	00000	8538.88
SLC13A2	00000	2148.82
SLC13A3	00000	1487.87
SLC13A4	00000	8.92
SLC13A5	00000	0
SLC14A1	00000	9.56
SLC14A2	00000	0
SLC15A1	00000	215.77
SLC15A2	00000	120.1
SLC15A3	00000	209.84
SLC15A4	00000	466.88
SLC16A1	00000	33.06
SLC16A10	00000	43.94
SLC16A11	00000	1.87
SLC16A12	00000	1467.37
SLC16A13	00000	283.05
SLC16A14	00000	20.26
SLC16A2	00000	35.5
SLC16A3	00000	503.95
SLC16A4	00000	2997.45
SLC16A5	00000	9.27
SLC16A6	00000	78.34
SLC16A7	00000	36.27
SLC16A8	00000	5.63
SLC16A9	00000	2384.37
SLC17A1	00000	3325.99
SLC17A2	00000	48.87
SLC17A3	00000	540.19
SLC17A4	00000	34.75
SLC17A5	00000	733.19
SLC17A7	00000	3.66
SLC17A8	00000	0.35
SLC17A9	00000	8.45
SLC18A1	00000	1.08
SLC18A2	00000	229.72
SLC18A3	00000	0
SLC18B1	00000	226.54
SLC19A1	00000	217.27
SLC19A2	00000	366.09
SLC19A3	00000	42.71
SLC1A1	00000	1977.24
SLC1A2	00000	0.37
SLC1A3	00000	58.3
SLC1A4	00000	74.06
SLC1A5	00000	2178.83
SLC1A6	00000	3.59
SLC1A7	00000	2.97
SLC20A1	00000	819.3
SLC20A2	00000	514.56
SLC22A1	00000	11.64
SLC22A10	00000	0.74
SLC22A11	00000	2682.69
SLC22A12	00000	3303
SLC22A13	00000	591.22
SLC22A14	00000	31.67
SLC22A15	00000	1.87
SLC22A16	00000	2.2
SLC22A17	00000	334.46
SLC22A18	00000	2682.69
SLC22A18AS	00000	117.6
SLC22A2	00000	5872.48
SLC22A23	00000	23.08
SLC22A24	00000	84.04
SLC22A25	00000	0
SLC22A3	00000	409.15
SLC22A31	00000	0
SLC22A4	00000	343.89
SLC22A5	00000	2148.82
SLC22A6	00000	616.37
SLC22A7	00000	1617
SLC22A8	00000	6.89
SLC22A9	00000	0.35
SLC23A1	00000	693.58
SLC23A2	00000	98.73
SLC23A3	00000	684.02
SLC24A1	00000	303.44
SLC24A2	00000	0
SLC24A3	00000	2.97
SLC24A4	00000	1.46
SLC24A5	00000	3.66
SLC25A1	00000	2303.12
SLC25A10	00000	4268.94
SLC25A11	00000	6037.61
SLC25A12	00000	397.93
SLC25A13	00000	934.76
SLC25A14	00000	150.17
SLC25A15	00000	110.43
SLC25A16	00000	358.54
SLC25A17	00000	497
SLC25A18	00000	11.82
SLC25A19	00000	371.22
SLC25A2	00000	0.74
SLC25A20	00000	567.1
SLC25A21	00000	1.81
SLC25A21-AS1	00000	22.43
SLC25A22	00000	329.84
SLC25A23	00000	1651
SLC25A24	00000	279.14
SLC25A25	00000	1135.2
SLC25A26	00000	802.41
SLC25A27	00000	32.59
SLC25A28	00000	698.41
SLC25A29	00000	343.89
SLC25A3	00000	15392.14
SLC25A30	00000	2434.5
SLC25A32	00000	217.27
